Date,Close,High,Low,Open,Volume,Ticker
2010-01-04,51.920101165771484,51.96879259111759,51.34393322958558,51.36016370470095,42863900,IWM
2010-01-05,51.741573333740234,52.08240714818561,51.52246964059653,51.83895619252283,55523100,IWM
2010-01-06,51.692901611328125,52.01750195797206,51.56306085354098,51.7415899607184,59708600,IWM
2010-01-07,52.07429885864258,52.11487660424614,51.23844930608486,51.72535439250136,56123500,IWM
2010-01-08,52.35832977294922,52.35832977294922,51.774047944357804,51.88765821392703,48811500,IWM
2010-01-11,52.14734649658203,52.6504759570141,51.94447011639599,52.56932664319884,51638900,IWM
2010-01-12,51.579288482666016,52.06619361917576,51.3358343665873,51.82273950309705,45854900,IWM
2010-01-13,52.24470901489258,52.350208666380894,51.311479776749245,51.75780707287406,39501900,IWM
2010-01-14,52.43947982788086,52.601778427187845,51.9525716473705,52.04995452173151,41859800,IWM
2010-01-15,51.676673889160156,52.58556233785225,51.343956736085666,52.4638352665807,68725100,IWM
2010-01-19,52.626121520996094,52.64235509537141,51.87142128620311,51.87142128620311,46839000,IWM
2010-01-20,51.863319396972656,52.26095847718,51.27903441238979,52.25284168814524,62485000,IWM
2010-01-21,51.01122283935547,52.3258636332446,50.832690685597115,51.90387741685323,98323100,IWM
2010-01-22,50.09423828125,51.17354217131024,49.64791083851342,50.93008802468295,83757000,IWM
2010-01-25,50.151031494140625,50.43506023242942,49.76962607340028,50.37825510390113,62298700,IWM
2010-01-26,49.656009674072266,50.337674270235865,49.615435026991115,49.96438256405386,58213200,IWM
2010-01-27,50.1834831237793,50.264632407836174,49.26648135483217,49.43689670873967,72565800,IWM
2010-01-28,49.32329559326172,50.30521944754108,48.86885456547689,50.28087218130451,93814200,IWM
2010-01-29,48.779571533203125,50.06174796771731,48.665961315724864,49.52615473128673,79325600,IWM
2010-02-01,49.35575866699219,49.453138449171064,48.820165221537174,49.00681109389979,60731800,IWM
2010-02-02,49.899471282958984,49.956276416579925,49.193459315417144,49.44502711834387,71047700,IWM
2010-02-03,49.56673812866211,50.01306536076909,49.169099226385256,49.66411788396898,50241000,IWM
2010-02-04,47.91128158569336,49.24215000268803,47.87070693310646,49.22591952252375,99167300,IWM
2010-02-05,48.097904205322266,48.14659562226928,47.06729243062249,48.0167518437439,106752200,IWM
2010-02-08,47.61913299560547,48.365716413036985,47.57044156138931,47.94373636575223,61579200,IWM
2010-02-09,48.27646255493164,48.633523853086324,47.675947135312484,48.18719645648103,91986700,IWM
2010-02-10,48.390052795410156,48.511776710105025,47.62723597581118,48.130371395952004,55715500,IWM
2010-02-11,49.1610107421875,49.193468613500336,47.87883040806051,48.25212224116778,51969700,IWM
2010-02-12,49.51805877685547,49.582977597673256,48.536138007675355,48.690322915809034,65909800,IWM
2010-02-16,50.353904724121094,50.402596157983474,49.566746665052314,50.03741814313346,50057600,IWM
2010-02-17,50.69474792480469,50.80835819580148,50.30522566896666,50.60548182740786,50459400,IWM
2010-02-18,51.10861587524414,51.12484635667638,50.51621723338261,50.69474943348941,43072800,IWM
2010-02-19,51.17353057861328,51.433212053583404,50.80835253704675,50.91384910364316,56840800,IWM
2010-02-22,51.32770919799805,51.49001087388,51.14106335421024,51.46566361032717,45344900,IWM
2010-02-23,50.72720718383789,51.327722612855936,50.581139042579885,51.25468699440304,58965400,IWM
2010-02-24,51.15732192993164,51.40888672485802,50.75968276039669,50.913870830214734,50476000,IWM
2010-02-25,51.17353057861328,51.222218920390574,50.2971032788536,50.45940497462177,51949700,IWM
2010-02-26,50.9625358581543,51.295252931075005,50.68662391263611,51.25467828230853,60093900,IWM
2010-03-01,52.14734649658203,52.19603484661203,51.335837880189985,51.335837880189985,70967800,IWM
2010-03-02,52.54497146606445,52.86957484465425,52.26094583153382,52.34209512835764,55605300,IWM
2010-03-03,52.8452262878418,53.145479280294204,52.56931127199222,52.80464854715117,56207500,IWM
2010-03-04,52.98319625854492,53.04811818619656,52.64236542531749,52.86146919202204,47174200,IWM
2010-03-05,54.0624885559082,54.14363785251428,53.15360033655455,53.324015716815644,52293900,IWM
2010-03-08,54.159854888916016,54.31404285691846,53.981322755711766,54.07870560781225,46046400,IWM
2010-03-09,54.3546257019043,54.768488931820436,53.989444615674095,54.00567818819661,70685800,IWM
2010-03-10,54.81719970703125,55.10122539742761,54.378985988435836,54.40333016314185,73655200,IWM
2010-03-11,54.97949981689453,55.068765920757,54.28972135265393,54.484480946855726,59964100,IWM
2010-03-12,54.955135345458984,55.28784927137157,54.58184368139661,55.26350510499913,61862000,IWM
2010-03-15,54.768489837646484,55.02817128065685,54.370853982382414,54.92267782269119,49862700,IWM
2010-03-16,55.23918151855469,55.2635256939968,54.64677975384783,55.04442192372192,52874400,IWM
2010-03-17,55.56376647949219,55.89648041863548,55.34465659083998,55.36089016326287,53589100,IWM
2010-03-18,55.39337158203125,55.815351751520545,55.29598868539705,55.53944283133449,71527500,IWM
2010-03-19,54.70359420776367,55.59624910894272,54.50071781243679,54.70359420776367,80546500,IWM
2010-03-22,55.47450637817383,55.59623341927694,54.19232643563742,54.31405347674053,56679400,IWM
2010-03-23,56.1805305480957,56.196757934520335,55.27164212591998,55.52320685892482,61187700,IWM
2010-03-24,55.53947448730469,56.10894699781197,55.52320668150377,55.87302347003688,59664500,IWM
